id,nombre_cientifico,created_at,updated_at,ent_pk,imagen,dicc_ecologia_id,dicc_biogeovoou_id,dicc_biogeosimple_id,dicc_estatussn_id,dicc_ecologiatrofica_id,ent_pk_padre,autor,nombre_comun,nivel,audio
21588,Junipero sabinae-Pinetalia sylvestris,2011-05-16 13:50:38.633958,2011-05-16 13:50:38.633958,29913,,,,,,,29799,,"",3,
21589,Juniperion thuriferae,2011-05-16 13:50:38.648941,2011-05-16 13:50:38.648941,43044,,,,,,,29913,,"",4,
21590,Juniperetum phoeniceo-thuriferae,2011-05-16 13:50:38.663892,2011-05-16 13:50:38.663892,43045,,,,,,,43044,,"",5,
21591,Junipero sabinae-Pinion ibericae,2011-05-16 13:50:38.678484,2011-05-16 13:50:38.678484,104714,,,,,,,29913,,"",4,
21592,Daphno hispanicae-Pinetum nevadensis,2011-05-16 13:50:38.69311,2011-05-16 13:50:38.69311,43039,,,,,,,104714,,"",5,
21593,Daphno hispanicae- Pinetum nevadensis pinetosum mauretanicae,2011-05-16 13:50:38.707701,2011-05-16 13:50:38.707701,104741,,,,,,,43039,,"",6,
21594,Junipero phoeniceae-Pinetum mauretanicae,2011-05-16 13:50:38.722189,2011-05-16 13:50:38.722189,43040,,,,,,,104714,,"",5,
21595,Junipero sabinae-Pinetum mauretanicae,2011-05-16 13:50:38.737088,2011-05-16 13:50:38.737088,104745,,,,,,,104714,,"",5,
21596,Pino-Juniperetalia,2011-05-16 13:50:38.751588,2011-05-16 13:50:38.751588,43037,,,,,,,29799,,"",3,
21597,Pino-Juniperion sabinae,2011-05-16 13:50:38.766013,2011-05-16 13:50:38.766013,43038,,,,,,,43037,,"",4,
21598,Comunidad de Pinus nevadensis,2011-05-16 13:50:38.780425,2011-05-16 13:50:38.780425,43042,,,,,,,43037,,"",4,
21599,Juniperetalia hemisphaericae,2011-05-16 13:50:38.794773,2011-05-16 13:50:38.794773,104715,,,,,,,29799,,"",3,
21600,Genisto versicoloris-Juniperion hemisphaericae,2011-05-16 13:50:38.809136,2011-05-16 13:50:38.809136,43047,,,,,,,104715,,"",4,
21601,Genisto versicoloris-Juniperetum hemisphaericae,2011-05-16 13:50:38.823484,2011-05-16 13:50:38.823484,43048,,,,,,,43047,,"",5,
21602,Pruno prostratae-Juniperion sabinae,2011-05-16 13:50:38.837845,2011-05-16 13:50:38.837845,104716,,,,,,,104715,,"",4,
21603,Abieti pinsapo-Juniperetum sabinae,2011-05-16 13:50:38.852202,2011-05-16 13:50:38.852202,43041,,,,,,,104716,,"",5,
21604,POETEA BULBOSAE,2011-05-16 13:50:38.866959,2011-05-16 13:50:38.866959,29800,,,,,,,7,,"",2,
21605,Poetalia bulbosae,2011-05-16 13:50:38.88135,2011-05-16 13:50:38.88135,29914,,,,,,,29800,,"",3,
21606,Periballio-Trifolion subterranei,2011-05-16 13:50:38.895707,2011-05-16 13:50:38.895707,43057,,,,,,,29914,,"",4,
21607,Trifolio subterranei-Poetum bulbosae,2011-05-16 13:50:38.910024,2011-05-16 13:50:38.910024,43058,,,,,,,43057,,"",5,
21608,Trifolio subterranei-Poetum bulbosae trifolietosum,2011-05-16 13:50:38.924361,2011-05-16 13:50:38.924361,30107,,,,,,,43058,,"",6,
21609,Trifolio subterranei-Poetum bulbosae isoetetosum histricis,2011-05-16 13:50:38.939118,2011-05-16 13:50:38.939118,43060,,,,,,,43058,,"",6,
21610,Poo bulbosae-Onobrychidetum eriophorae,2011-05-16 13:50:38.953846,2011-05-16 13:50:38.953846,110817,,,,,,,43057,,"",5,
21611,Astragalo sesamei-Poion bulbosae,2011-05-16 13:50:38.968238,2011-05-16 13:50:38.968238,43067,,,,,,,29914,,"",4,
21612,Comunidad de Poa bulbosa,2011-05-16 13:50:38.982743,2011-05-16 13:50:38.982743,43069,,,,,,,43067,,"",5,
21613,Astragalo sesamei-Poetum bulbosae,2011-05-16 13:50:38.997948,2011-05-16 13:50:38.997948,104504,,,,,,,43067,,"",5,
21614,Lepidioni petrophili-Coronopodetum navassii,2011-05-16 13:50:39.012912,2011-05-16 13:50:39.012912,104711,,,,,,,43067,,"",5,
21615,Plantaginion serrariae,2011-05-16 13:50:39.027545,2011-05-16 13:50:39.027545,104717,,,,,,,29914,,"",4,
21616,Trifolio subterranei-Plantaginetum serrariae,2011-05-16 13:50:39.041889,2011-05-16 13:50:39.041889,43068,,,,,,,104717,,"",5,
21617,POLYGONO-POETEA ANNUAE,2011-05-16 13:50:39.056286,2011-05-16 13:50:39.056286,29801,,,,,,,7,,"",2,
21618,Polygono arenastri-Poetalia annuae,2011-05-16 13:50:39.070587,2011-05-16 13:50:39.070587,29915,,,,,,,29801,,"",3,
21619,Polycarpion tetraphylli,2011-05-16 13:50:39.08496,2011-05-16 13:50:39.08496,43077,,,,,,,29915,,"",4,
21620,Crassulo tillaeae-Saginetum apetalae,2011-05-16 13:50:39.099301,2011-05-16 13:50:39.099301,43079,,,,,,,43077,,"",5,
21621,Schismo barbati-Filaginetum congestae,2011-05-16 13:50:39.113661,2011-05-16 13:50:39.113661,43080,,,,,,,43077,,"",5,
21622,Solivetum stoloniferae,2011-05-16 13:50:39.128037,2011-05-16 13:50:39.128037,43081,,,,,,,43077,,"",5,
21623,Chamaesycion prostratae,2011-05-16 13:50:39.142359,2011-05-16 13:50:39.142359,43078,,,,,,,29915,,"",4,
21624,Euphorbietum chamaesyco-prostratae,2011-05-16 13:50:39.157224,2011-05-16 13:50:39.157224,43082,,,,,,,43078,,"",5,
21625,POSIDONIETEA,2011-05-16 13:50:39.171633,2011-05-16 13:50:39.171633,29802,,,,,,,7,,"",2,
21626,Posidonietalia,2011-05-16 13:50:39.185994,2011-05-16 13:50:39.185994,29916,,,,,,,29802,,"",3,
21627,Posidonion,2011-05-16 13:50:39.200308,2011-05-16 13:50:39.200308,43087,,,,,,,29916,,"",4,
21628,Posidonietum oceanicae,2011-05-16 13:50:39.214638,2011-05-16 13:50:39.214638,43088,,,,,,,43087,,"",5,
21629,POTAMETEA,2011-05-16 13:50:39.229336,2011-05-16 13:50:39.229336,29803,,,,,,,7,,"",2,
21630,Potametalia,2011-05-16 13:50:39.243652,2011-05-16 13:50:39.243652,29917,,,,,,,29803,,"",3,
21631,Ranunculion aquatilis,2011-05-16 13:50:39.258015,2011-05-16 13:50:39.258015,29965,,,,,,,29917,,"",4,
21632,Callitricho lusitanicae-Ranunculetum saniculifolii,2011-05-16 13:50:39.345527,2011-05-16 13:50:39.345527,29966,,,,,,,29965,,"",5,
21633,Callitricho stagnalis-Ranunculetum saniculifolii,2011-05-16 13:50:39.360527,2011-05-16 13:50:39.360527,29968,,,,,,,29965,,"",5,
21634,Callitrichetum regis-jubae,2011-05-16 13:50:39.375151,2011-05-16 13:50:39.375151,29969,,,,,,,29965,,"",5,
21635,Comunidad de Callitriche stagnalis,2011-05-16 13:50:39.389723,2011-05-16 13:50:39.389723,43108,,,,,,,29965,,"",5,
21636,Callitricho platycarpae-Elatinetum alsinastri,2011-05-16 13:50:39.404356,2011-05-16 13:50:39.404356,43112,,,,,,,29965,,"",5,
21637,Ranunculetum baudotii,2011-05-16 13:50:39.419033,2011-05-16 13:50:39.419033,43113,,,,,,,29965,,"",5,
21638,Callitricho-Batrachion,2011-05-16 13:50:39.433634,2011-05-16 13:50:39.433634,43115,,,,,,,29965,,"",5,
21639,Comunidad de Zanichellia pedunculata,2011-05-16 13:50:39.44827,2011-05-16 13:50:39.44827,43116,,,,,,,29965,,"",5,
21640,Comunidad de Ranunculus ololeucos,2011-05-16 13:50:39.462877,2011-05-16 13:50:39.462877,104493,,,,,,,29965,,"",5,
21641,Ranunculetum tripartiti,2011-05-16 13:50:39.477548,2011-05-16 13:50:39.477548,104631,,,,,,,29965,,"",5,
21642,Callitricho brutiae-Ranunculetum peltati,2011-05-16 13:50:39.492078,2011-05-16 13:50:39.492078,106867,,,,,,,29965,,"",5,
21643,Callitricho brutiae-Ranunculetum saniculifolii,2011-05-16 13:50:39.50699,2011-05-16 13:50:39.50699,107846,,,,,,,29965,,"",5,
21644,Potamion,2011-05-16 13:50:39.521592,2011-05-16 13:50:39.521592,43097,,,,,,,29917,,"",4,
21645,Potametum trichoidis,2011-05-16 13:50:39.536342,2011-05-16 13:50:39.536342,29967,,,,,,,43097,,"",5,
21646,Comunidad de Potamogeton nodosus,2011-05-16 13:50:39.550794,2011-05-16 13:50:39.550794,43098,,,,,,,43097,,"",5,
21647,Comunidad de Potamogeton pectinatus,2011-05-16 13:50:39.565279,2011-05-16 13:50:39.565279,43099,,,,,,,43097,,"",5,
21648,Myriophylletum alterniflori,2011-05-16 13:50:39.579619,2011-05-16 13:50:39.579619,43100,,,,,,,43097,,"",5,
21649,Potametum lucentis,2011-05-16 13:50:39.593974,2011-05-16 13:50:39.593974,43101,,,,,,,43097,,"",5,
21650,Potametum pectinati,2011-05-16 13:50:39.608338,2011-05-16 13:50:39.608338,104785,,,,,,,43097,,"",5,
21651,Potamo pectinati-Myriophylletum spicati,2011-05-16 13:50:39.623089,2011-05-16 13:50:39.623089,106869,,,,,,,43097,,"",5,
21652,Potametum denso-nodosi,2011-05-16 13:50:39.637448,2011-05-16 13:50:39.637448,106939,,,,,,,43097,,"",5,
21653,Comunidad de Zannichellia contorta,2011-05-16 13:50:39.651771,2011-05-16 13:50:39.651771,107017,,,,,,,43097,,"",5,
21654,Nymphaeion albae,2011-05-16 13:50:39.666119,2011-05-16 13:50:39.666119,43104,,,,,,,29917,,"",4,
21655,Nymphaeetum albo-luteae,2011-05-16 13:50:39.680442,2011-05-16 13:50:39.680442,43105,,,,,,,43104,,"",5,
21656,Comunidad de Nymphaea alba,2011-05-16 13:50:39.694761,2011-05-16 13:50:39.694761,106406,,,,,,,43104,,"",5,
21657,Ranunculion fluitantis,2011-05-16 13:50:39.709145,2011-05-16 13:50:39.709145,43107,,,,,,,29917,,"",4,
21658,Comunidad de Callitriche regis-jubae,2011-05-16 13:50:39.723487,2011-05-16 13:50:39.723487,43109,,,,,,,43107,,"",5,
21659,Comunidad de Ranunculus tripartitus,2011-05-16 13:50:39.737835,2011-05-16 13:50:39.737835,43110,,,,,,,43107,,"",5,
21660,Comunidad de Ranunculus peltatus subsp. saniculifolius,2011-05-16 13:50:39.752187,2011-05-16 13:50:39.752187,43111,,,,,,,43107,,"",5,
21661,Ranunculetum hederacei,2011-05-16 13:50:39.766548,2011-05-16 13:50:39.766548,43114,,,,,,,43107,,"",5,
21662,Callitricho lusitanicae-Ranunculetum penicillati,2011-05-16 13:50:39.780875,2011-05-16 13:50:39.780875,106868,,,,,,,43107,,"",5,
21663,Zanichellion pedicellatae,2011-05-16 13:50:39.795619,2011-05-16 13:50:39.795619,43614,,,,,,,29917,,"",4,
21664,Zanichellietum pedicellatae,2011-05-16 13:50:39.809933,2011-05-16 13:50:39.809933,43615,,,,,,,43614,,"",5,
21665,Utricularietalia,2011-05-16 13:50:39.824271,2011-05-16 13:50:39.824271,104730,,,,,,,29803,,"",3,
21666,Ceratophyllion demersi,2011-05-16 13:50:39.838648,2011-05-16 13:50:39.838648,44047,,,,,,,104730,,"",4,
21667,Comunidad de Ceratophyllum demersum,2011-05-16 13:50:39.853044,2011-05-16 13:50:39.853044,44048,,,,,,,44047,,"",5,
21668,Utricularion,2011-05-16 13:50:39.867441,2011-05-16 13:50:39.867441,106941,,,,,,,104730,,"",4,
21669,Utricularietum exoleto-australis,2011-05-16 13:50:39.881803,2011-05-16 13:50:39.881803,106942,,,,,,,106941,,"",5,
21670,QUERCETEA ILICIS,2011-05-16 13:50:39.896197,2011-05-16 13:50:39.896197,29804,,,,,,,7,,"",2,
21671,Quercetalia ilicis,2011-05-16 13:50:39.910557,2011-05-16 13:50:39.910557,29918,,,,,,,29804,,"",3,
21672,Quercion ilicis,2011-05-16 13:50:39.925171,2011-05-16 13:50:39.925171,43157,,,,,,,29918,,"",4,
21673,Quercenion rotundifoliae,2011-05-16 13:50:39.939509,2011-05-16 13:50:39.939509,43158,,,,,,,43157,,"",5,
21674,Junipero thuriferae-Quercetum rotundifoliae,2011-05-16 13:50:39.953872,2011-05-16 13:50:39.953872,30066,,,,,,,43158,,"",6,
21675,Asparago acutifolii-Quercetum rofundifoliae,2011-05-16 13:50:39.968259,2011-05-16 13:50:39.968259,30067,,,,,,,43158,,"",6,
21676,Quercetum rotundifoliae,2011-05-16 13:50:39.982614,2011-05-16 13:50:39.982614,43159,,,,,,,43158,,"",6,
21677,Quercion broteroi,2011-05-16 13:50:39.997408,2011-05-16 13:50:39.997408,43162,,,,,,,29918,,"",4,
21678,Quercenion broteroi,2011-05-16 13:50:40.011778,2011-05-16 13:50:40.011778,43163,,,,,,,43162,,"",5,
21679,Sanguisorbo hybridae-Quercetum suberis,2011-05-16 13:50:40.026129,2011-05-16 13:50:40.026129,43167,,,,,,,43163,,"",6,
21680,Sanguisorbo hybridae-Quercetum suberis quercetosum suberis,2011-05-16 13:50:40.040461,2011-05-16 13:50:40.040461,43168,,,,,,,43167,,"",7,
21681,Sanguisorbo hybridae-Quercetum suberis quercetosum pyrenaicae,2011-05-16 13:50:40.128456,2011-05-16 13:50:40.128456,43169,,,,,,,43167,,"",7,
21682,Sanguisorbo hybridae-Quercetum suberis quercetosum canariensis,2011-05-16 13:50:40.143387,2011-05-16 13:50:40.143387,43170,,,,,,,43167,,"",7,
21683,Adenocarpo decorticantis-Quercetum suberis,2011-05-16 13:50:40.158089,2011-05-16 13:50:40.158089,43183,,,,,,,43163,,"",6,
21684,Pistacio terebinthi-Quercetum broteroi,2011-05-16 13:50:40.172849,2011-05-16 13:50:40.172849,104630,,,,,,,43163,,"",6,
21685,Viburno tini-Quercetum fagineae,2011-05-16 13:50:40.187607,2011-05-16 13:50:40.187607,104768,,,,,,,43163,,"",6,
21686,Paeonio broteroi-Quercenion rotundifoliae,2011-05-16 13:50:40.202474,2011-05-16 13:50:40.202474,43174,,,,,,,43162,,"",5,
21687,Pyro bourgeanae-Quercetum rotundifoliae,2011-05-16 13:50:40.21711,2011-05-16 13:50:40.21711,43177,,,,,,,43174,,"",6,
21688,Pyro bourgeanae-Quercetum rotundifoliae quercetosum rotundifoliae,2011-05-16 13:50:40.231782,2011-05-16 13:50:40.231782,43178,,,,,,,43177,,"",7,
21689,Pyro bourgaeanae-Quercetum rotundifoliae quercetosum suberis,2011-05-16 13:50:40.246408,2011-05-16 13:50:40.246408,43179,,,,,,,43177,,"",7,
21690,Pyro bourgaeanae-Quercetum rotundifoliae myrtetosum communis,2011-05-16 13:50:40.261038,2011-05-16 13:50:40.261038,43180,,,,,,,43177,,"",7,
21691,Pyro bourgaeanae-Quercetum rotundifoliae quercetosum fagineae,2011-05-16 13:50:40.275897,2011-05-16 13:50:40.275897,104495,,,,,,,43177,,"",7,
21692,Adenocarpo decorticantis-Quercetum rotundifoliae,2011-05-16 13:50:40.290444,2011-05-16 13:50:40.290444,43182,,,,,,,43174,,"",6,
21693,Adenocarpo decorticantis-Quercetum rotundifoliae quercetosum fagineae,2011-05-16 13:50:40.305061,2011-05-16 13:50:40.305061,30069,,,,,,,43182,,"",7,
21694,Paeonio coriaceae-Quercetum rotundifoliae,2011-05-16 13:50:40.319538,2011-05-16 13:50:40.319538,43187,,,,,,,43174,,"",6,
21695,Paeonio coriaceae-Quercetum rotundifoliae quercetosum fagineae,2011-05-16 13:50:40.334033,2011-05-16 13:50:40.334033,43188,,,,,,,43187,,"",7,
21696,Paeonio coriaceae-Quercetum rotundifoliae abietosum pinsapo,2011-05-16 13:50:40.348538,2011-05-16 13:50:40.348538,43189,,,,,,,43187,,"",7,
21697,Paeonio coriaceae-Quercetum rotundifoliae pistacietosum lentisci,2011-05-16 13:50:40.362995,2011-05-16 13:50:40.362995,43190,,,,,,,43187,,"",7,
21698,Paeonio coriaceae-Quercetum rotundifoliae var. de Abies pinsapo,2011-05-16 13:50:40.377401,2011-05-16 13:50:40.377401,43191,,,,,,,43187,,"",7,
21699,Berberido hispanicae-Quercetum rotundifoliae,2011-05-16 13:50:40.391749,2011-05-16 13:50:40.391749,43194,,,,,,,43174,,"",6,
21700,Berberido hispanicae-Quercetum pyrenaicae,2011-05-16 13:50:40.406128,2011-05-16 13:50:40.406128,43383,,,,,,,43174,,"",6,
21701,Comunidad de Olea europaea var. sylvestris,2011-05-16 13:50:40.420526,2011-05-16 13:50:40.420526,44067,,,,,,,43162,,"",5,
21702,Querco rotundifoliae-Oleion sylvestris,2011-05-16 13:50:40.435091,2011-05-16 13:50:40.435091,43197,,,,,,,29918,,"",4,
21703,Oleo sylvestris-Quercetum broteroi,2011-05-16 13:50:40.449444,2011-05-16 13:50:40.449444,30068,,,,,,,43197,,"",5,
21704,Vinco difformis-Ceratonietum siliquae,2011-05-16 13:50:40.463833,2011-05-16 13:50:40.463833,30070,,,,,,,43197,,"",5,
21705,Rhamno oleoidis-Quercetum rotundifoliae,2011-05-16 13:50:40.478462,2011-05-16 13:50:40.478462,43198,,,,,,,43197,,"",5,
21706,Rhamno oleoidis-Quercetum rotundifoliae quercetosum rotundifoliae,2011-05-16 13:50:40.492875,2011-05-16 13:50:40.492875,43199,,,,,,,43198,,"",6,
21707,Rhamno oleoidis-Quercetum rotundifoliae quercetosum suberis,2011-05-16 13:50:40.507294,2011-05-16 13:50:40.507294,43200,,,,,,,43198,,"",6,
21708,Myrto communis-Quercetum rotundifoliae,2011-05-16 13:50:40.521713,2011-05-16 13:50:40.521713,43202,,,,,,,43197,,"",5,
21709,Myrto communis-Quercetum rotundifoliae quercetosum,2011-05-16 13:50:40.536094,2011-05-16 13:50:40.536094,30105,,,,,,,43202,,"",6,
21710,Myrto communis-Quercetum suberis,2011-05-16 13:50:40.550456,2011-05-16 13:50:40.550456,43203,,,,,,,43197,,"",5,
21711,Myrto communis-Quercetum suberis pteridietosum,2011-05-16 13:50:40.564854,2011-05-16 13:50:40.564854,30108,,,,,,,43203,,"",6,
21712,Myrto communis-Quercetum suberis quercetosum suberis,2011-05-16 13:50:40.579261,2011-05-16 13:50:40.579261,43204,,,,,,,43203,,"",6,
21713,Myrto communis-Quercetum suberis halimietosum halimifolii,2011-05-16 13:50:40.593642,2011-05-16 13:50:40.593642,43205,,,,,,,43203,,"",6,
21714,Oleo sylvestris-Quercetum suberis,2011-05-16 13:50:40.608051,2011-05-16 13:50:40.608051,43207,,,,,,,43197,,"",5,
21715,Aro italici-Oleetum sylvestris,2011-05-16 13:50:40.62247,2011-05-16 13:50:40.62247,43208,,,,,,,43197,,"",5,
21716,Aro italici-Oleetum sylvestris ceratonietosum siliquae,2011-05-16 13:50:40.636853,2011-05-16 13:50:40.636853,30071,,,,,,,43208,,"",6,
21717,Aro italici-Oleetum sylvestris oleetosum sylvestris,2011-05-16 13:50:40.651241,2011-05-16 13:50:40.651241,43209,,,,,,,43208,,"",6,
21718,Aro italici-Oleetum sylvestris quercetosum suberis,2011-05-16 13:50:40.665646,2011-05-16 13:50:40.665646,43210,,,,,,,43208,,"",6,
21719,Aro italici-Oleetum sylvestris fraxinetosum angustifoliae,2011-05-16 13:50:40.680027,2011-05-16 13:50:40.680027,43211,,,,,,,43208,,"",6,
21720,Rusco hypophylli-Quercetum canariensis,2011-05-16 13:50:40.6946,2011-05-16 13:50:40.6946,43213,,,,,,,43197,,"",5,
21721,Rusco hypophylli-Quercetum canariensis quercetosum canariensis,2011-05-16 13:50:40.709021,2011-05-16 13:50:40.709021,43214,,,,,,,43213,,"",6,
21722,Rusco hypophylli-Quercetum canariensis rhododendretosum baetici,2011-05-16 13:50:40.723445,2011-05-16 13:50:40.723445,43215,,,,,,,43213,,"",6,
21723,Rusco hypophylli-Quercetum canariensis lauretosum nobilis,2011-05-16 13:50:40.737835,2011-05-16 13:50:40.737835,43216,,,,,,,43213,,"",6,
21724,Rusco hypophylli-Quercetum canariensis quercetosum broteroi,2011-05-16 13:50:40.752161,2011-05-16 13:50:40.752161,43217,,,,,,,43213,,"",6,
21725,Teucrio baetici-Quercetum suberis,2011-05-16 13:50:40.766776,2011-05-16 13:50:40.766776,43220,,,,,,,43197,,"",5,
21726,Teucrio baetici-Quercetum suberis quercetosum suberis,2011-05-16 13:50:40.781176,2011-05-16 13:50:40.781176,43221,,,,,,,43220,,"",6,
21727,Teucrio baetici-Quercetum suberis quercetosum rotundifoliae,2011-05-16 13:50:40.795551,2011-05-16 13:50:40.795551,43222,,,,,,,43220,,"",6,
21728,Teucrio baetici-Quercetum suberis quercetosum canariensis,2011-05-16 13:50:40.809884,2011-05-16 13:50:40.809884,43223,,,,,,,43220,,"",6,
21729,Teucrio baetici-Quercetum suberis var. con Abies pinsapo,2011-05-16 13:50:40.897465,2011-05-16 13:50:40.897465,43224,,,,,,,43220,,"",6,
21730,Clematido cirrhosae-Ceratonietum siliquae,2011-05-16 13:50:40.912527,2011-05-16 13:50:40.912527,43226,,,,,,,43197,,"",5,
21731,Bosques de Castanea sativa,2011-05-16 13:50:40.927244,2011-05-16 13:50:40.927244,43387,,,,,,,43197,,"",5,
21732,Rubio longifoliae-Quercetum rotundifoliae,2011-05-16 13:50:40.941925,2011-05-16 13:50:40.941925,106963,,,,,,,43197,,"",5,
21733,Pistacio lentisci-Rhamnetalia alaterni,2011-05-16 13:50:40.957005,2011-05-16 13:50:40.957005,29919,,,,,,,29804,,"",3,
21734,Asparago albi-Rhamnion oleoidis,2011-05-16 13:50:40.97168,2011-05-16 13:50:40.97168,43237,,,,,,,29919,,"",4,
21735,Chamaeropo humilis-Rhamnetum lycioidis,2011-05-16 13:50:40.986784,2011-05-16 13:50:40.986784,43238,,,,,,,43237,,"",5,
21736,Bupleuro gibraltarici-Pistacietum lentisci,2011-05-16 13:50:41.001758,2011-05-16 13:50:41.001758,43239,,,,,,,43237,,"",5,
21737,Bupleuro gibraltarici-Pistacietum lentisci adenocarpetosum telonensis,2011-05-16 13:50:41.016467,2011-05-16 13:50:41.016467,43240,,,,,,,43239,,"",6,
21738,Chamaeropo humilis-Juniperetum phoeniceae,2011-05-16 13:50:41.031116,2011-05-16 13:50:41.031116,43242,,,,,,,43237,,"",5,
21739,Asparago albi-Rhamnetum oleoidis,2011-05-16 13:50:41.045703,2011-05-16 13:50:41.045703,43243,,,,,,,43237,,"",5,
21740,Asparago albi-Rhamnetum oleoidis rhamnetosum oleoidis,2011-05-16 13:50:41.060273,2011-05-16 13:50:41.060273,43244,,,,,,,43243,,"",6,
21741,Asparago albi-Rhamnetum oleoidis ericetosum scopariae,2011-05-16 13:50:41.075164,2011-05-16 13:50:41.075164,43246,,,,,,,43243,,"",6,
21742,Asparago albi-Rhamnetum oleoidis ceratonietosum siliquae,2011-05-16 13:50:41.089705,2011-05-16 13:50:41.089705,44089,,,,,,,43243,,"",6,
21743,Asparago albi-Quercetum cocciferae,2011-05-16 13:50:41.104183,2011-05-16 13:50:41.104183,43245,,,,,,,43237,,"",5,
21744,Asparago aphylli-Calicotometum villosae,2011-05-16 13:50:41.118699,2011-05-16 13:50:41.118699,43248,,,,,,,43237,,"",5,
21745,Asparago aphylli-Calicotometum villosae calicotometosum villosae,2011-05-16 13:50:41.133154,2011-05-16 13:50:41.133154,43249,,,,,,,43248,,"",6,
21746,Asparago aphylli-Calicotometum villosae genistetosum linifoliae,2011-05-16 13:50:41.147582,2011-05-16 13:50:41.147582,43250,,,,,,,43248,,"",6,
21747,Asparago aphylli-Calicotometum villosae juniperetosum turbinatae,2011-05-16 13:50:41.161968,2011-05-16 13:50:41.161968,43251,,,,,,,43248,,"",6,
21748,Cneoro tricocci-Buxetum balearicae,2011-05-16 13:50:41.17649,2011-05-16 13:50:41.17649,43253,,,,,,,43237,,"",5,
21749,Rhamno velutini-Quercetum cocciferae,2011-05-16 13:50:41.190894,2011-05-16 13:50:41.190894,43257,,,,,,,43237,,"",5,
21750,Thymbro capitatae-Juniperetum turbinatae,2011-05-16 13:50:41.205314,2011-05-16 13:50:41.205314,43258,,,,,,,43237,,"",5,
21751,Asparago horridi-Juniperetum turbinatae,2011-05-16 13:50:41.219684,2011-05-16 13:50:41.219684,105811,,,,,,,43237,,"",5,
21752,Querco cocciferae-Pistacetum lentisci,2011-05-16 13:50:41.234067,2011-05-16 13:50:41.234067,106948,,,,,,,43237,,"",5,
21753,Calicotomo intermediae-Maytenetum senegalensis,2011-05-16 13:50:41.248468,2011-05-16 13:50:41.248468,107320,,,,,,,43237,,"",5,
21754,Oleo sylvestris-Maytenetum europaei,2011-05-16 13:50:41.262874,2011-05-16 13:50:41.262874,107359,,,,,,,43237,,"",5,
21755,Rhamno lycioidis-Quercion cocciferae,2011-05-16 13:50:41.277341,2011-05-16 13:50:41.277341,43267,,,,,,,29919,,"",4,
21756,Rhamno lycioidis-Quercetum cocciferae,2011-05-16 13:50:41.291929,2011-05-16 13:50:41.291929,43268,,,,,,,43267,,"",5,
21757,Rhamno lycioidis-Juniperetum phoeniceae,2011-05-16 13:50:41.306392,2011-05-16 13:50:41.306392,43269,,,,,,,43267,,"",5,
21758,Crataego monogynae-Quercetum cocciferae,2011-05-16 13:50:41.320816,2011-05-16 13:50:41.320816,43270,,,,,,,43267,,"",5,
21759,Crataego monogynae-Quercetum cocciferae var. de Cytisus grandiflorus,2011-05-16 13:50:41.335303,2011-05-16 13:50:41.335303,43271,,,,,,,43270,,"",6,
21760,Teucrio compacti-Quercetum cocciferae,2011-05-16 13:50:41.349711,2011-05-16 13:50:41.349711,43273,,,,,,,43267,,"",5,
21761,Hyacinthoido hispanicae-Quercetum cocciferae,2011-05-16 13:50:41.364131,2011-05-16 13:50:41.364131,43274,,,,,,,43267,,"",5,
21762,Comunidad de Pistacia terebinthus,2011-05-16 13:50:41.378545,2011-05-16 13:50:41.378545,43275,,,,,,,43267,,"",5,
21763,Comunidad de Quercus rotundifolia,2011-05-16 13:50:41.392938,2011-05-16 13:50:41.392938,105790,,,,,,,43267,,"",5,
21764,Comunidad de Ephedra nebrodensis,2011-05-16 13:50:41.407387,2011-05-16 13:50:41.407387,105791,,,,,,,43267,,"",5,
21765,Comunidad de Juniperus oxycedrus,2011-05-16 13:50:41.421975,2011-05-16 13:50:41.421975,105792,,,,,,,43267,,"",5,
21766,Comunidad de Buxus sempervirens,2011-05-16 13:50:41.436364,2011-05-16 13:50:41.436364,107013,,,,,,,43267,,"",5,
21767,Periplocion angustifoliae,2011-05-16 13:50:41.450946,2011-05-16 13:50:41.450946,43277,,,,,,,29919,,"",4,
21768,Mayteno europaei-Periplocetum angustifoliae,2011-05-16 13:50:41.465371,2011-05-16 13:50:41.465371,43278,,,,,,,43277,,"",5,
21769,Ziziphetum loti,2011-05-16 13:50:41.479766,2011-05-16 13:50:41.479766,43279,,,,,,,43277,,"",5,
21770,Zizipho loti-Maytenetum europaei,2011-05-16 13:50:41.494147,2011-05-16 13:50:41.494147,43280,,,,,,,43277,,"",5,
21771,Genisto retamoidis-Phlomidion almeriensis,2011-05-16 13:50:41.50858,2011-05-16 13:50:41.50858,43281,,,,,,,29919,,"",4,
21772,Genisto retamoidis-Retametum sphaerocarpae,2011-05-16 13:50:41.522996,2011-05-16 13:50:41.522996,30094,,,,,,,43281,,"",5,
21773,Rhamno lycioidis-Genistetum jimenezii,2011-05-16 13:50:41.537412,2011-05-16 13:50:41.537412,30095,,,,,,,43281,,"",5,
21774,Thymelaeo valentinae-Genistetum ramosissimae,2011-05-16 13:50:41.551788,2011-05-16 13:50:41.551788,43282,,,,,,,43281,,"",5,
21775,Bupleuro gibraltarici-Ononidetum speciosae,2011-05-16 13:50:41.566204,2011-05-16 13:50:41.566204,43283,,,,,,,43281,,"",5,
21776,Coridothymo capitati-Genistetum haenseleri,2011-05-16 13:50:41.580612,2011-05-16 13:50:41.580612,43284,,,,,,,43281,,"",5,
